"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Tobacco Use"	"Tobacco Use Code"	Births	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"June"	"6"	"No"	"2"	75	3301.10	27.71	38.96	38.43
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"July"	"7"	"Yes"	"1"	29	3184.10	23.34	38.93	38.28
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"July"	"7"	"No"	"2"	85	3236.79	27.60	38.59	38.44
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"August"	"8"	"Yes"	"1"	22	3095.23	24.18	38.91	38.32
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"August"	"8"	"No"	"2"	101	3321.49	27.50	39.26	38.79
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"September"	"9"	"Yes"	"1"	18	3212.83	26.50	39.00	39.00
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"September"	"9"	"No"	"2"	77	3434.95	27.61	38.91	38.73
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"October"	"10"	"Yes"	"1"	16	3395.44	24.12	39.38	39.31
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"October"	"10"	"No"	"2"	94	3344.69	26.23	39.01	38.67
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"November"	"11"	"Yes"	"1"	25	3249.40	24.08	38.68	38.72
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"November"	"11"	"No"	"2"	71	3314.61	26.72	38.07	38.06
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"December"	"12"	"Yes"	"1"	24	2998.54	23.79	38.50	37.58
	"St. Lawrence County, NY"	"36089"	"2007"	"2007"	"December"	"12"	"No"	"2"	68	3343.77	26.53	38.27	38.33
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"January"	"1"	"Yes"	"1"	23	3111.00	23.70	38.87	38.65
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"January"	"1"	"No"	"2"	64	3339.64	27.23	38.85	38.74
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"February"	"2"	"Yes"	"1"	21	3014.05	25.81	37.90	38.48
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"February"	"2"	"No"	"2"	78	3257.87	28.04	38.51	38.13
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"March"	"3"	"Yes"	"1"	27	3196.07	24.30	39.74	38.74
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"March"	"3"	"No"	"2"	75	3427.50	27.27	39.18	38.74
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"April"	"4"	"Yes"	"1"	21	3383.43	23.81	39.43	39.00
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"April"	"4"	"No"	"2"	79	3457.46	26.80	39.16	39.05
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"May"	"5"	"Yes"	"1"	25	3302.12	24.52	40.00	39.04
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"May"	"5"	"No"	"2"	88	3273.80	26.97	38.61	38.29
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"June"	"6"	"Yes"	"1"	26	3063.00	24.08	38.85	38.04
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"June"	"6"	"No"	"2"	84	3402.06	27.45	38.95	38.83
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"July"	"7"	"Yes"	"1"	33	3040.39	24.21	37.88	37.79
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"July"	"7"	"No"	"2"	99	3400.57	26.75	38.99	38.58
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"August"	"8"	"Yes"	"1"	28	3042.50	26.86	38.29	37.89
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"August"	"8"	"No"	"2"	90	3295.61	26.27	38.81	38.63
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"September"	"9"	"Yes"	"1"	22	3267.09	25.55	39.32	39.09
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"September"	"9"	"No"	"2"	87	3406.10	26.83	39.10	38.75
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"October"	"10"	"Yes"	"1"	32	3190.44	24.66	39.28	38.81
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"October"	"10"	"No"	"2"	65	3396.98	26.66	38.97	38.92
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"November"	"11"	"Yes"	"1"	19	3095.63	23.26	38.79	38.47
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"November"	"11"	"No"	"2"	69	3271.67	26.32	38.73	38.52
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"December"	"12"	"Yes"	"1"	22	3222.86	24.09	39.27	38.18
	"St. Lawrence County, NY"	"36089"	"2008"	"2008"	"December"	"12"	"No"	"2"	65	3374.62	26.75	39.10	38.67
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"January"	"1"	"Yes"	"1"	32	3080.84	24.91	39.50	38.66
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"January"	"1"	"No"	"2"	52	3391.45	26.33	39.17	38.88
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"February"	"2"	"Yes"	"1"	20	3248.10	27.65	39.55	38.75
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"February"	"2"	"No"	"2"	69	3378.29	28.19	39.24	38.92
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"March"	"3"	"Yes"	"1"	29	2933.24	25.59	37.79	37.55
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"March"	"3"	"No"	"2"	70	3210.46	25.60	38.35	38.16
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"April"	"4"	"Yes"	"1"	21	3327.67	24.67	38.90	38.29
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"April"	"4"	"No"	"2"	84	3354.80	28.12	38.66	38.69
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"May"	"5"	"Yes"	"1"	23	3230.96	24.39	38.96	38.83
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"May"	"5"	"No"	"2"	73	3365.69	27.81	38.75	38.55
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"June"	"6"	"Yes"	"1"	29	2932.17	24.93	38.31	38.03
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"June"	"6"	"No"	"2"	75	3411.38	27.41	38.92	38.84
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"July"	"7"	"Yes"	"1"	20	3288.80	23.55	39.30	38.95
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"July"	"7"	"No"	"2"	79	3422.87	27.52	39.04	38.75
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"August"	"8"	"Yes"	"1"	21	3266.00	24.43	39.38	39.00
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"August"	"8"	"No"	"2"	90	3280.22	28.62	39.08	38.34
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"September"	"9"	"Yes"	"1"	31	3202.61	25.39	38.65	38.84
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"September"	"9"	"No"	"2"	87	3492.63	26.90	39.46	38.86
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"October"	"10"	"Yes"	"1"	32	3132.31	25.44	38.44	38.53
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"October"	"10"	"No"	"2"	64	3393.89	28.11	39.08	38.95
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"November"	"11"	"Yes"	"1"	15	3259.13	25.27	39.13	38.73
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"November"	"11"	"No"	"2"	75	3478.44	27.43	39.10	39.07
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"December"	"12"	"Yes"	"1"	23	2709.22	24.00	37.35	36.52
	"St. Lawrence County, NY"	"36089"	"2009"	"2009"	"December"	"12"	"No"	"2"	72	3484.94	26.81	39.07	38.81
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"January"	"1"	"Yes"	"1"	15	3013.00	24.53	38.67	38.53
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"January"	"1"	"No"	"2"	82	3259.88	28.21	38.32	38.12
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"February"	"2"	"Yes"	"1"	19	2847.68	23.16	37.16	36.89
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"February"	"2"	"No"	"2"	90	3445.10	28.31	38.82	38.76
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"March"	"3"	"Yes"	"1"	16	3191.19	25.56	39.38	39.12
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"March"	"3"	"No"	"2"	69	3310.98	27.43	39.25	38.84
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"April"	"4"	"Yes"	"1"	23	3269.30	24.52	38.65	38.78
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"April"	"4"	"No"	"2"	73	3515.32	27.10	38.97	38.82
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"May"	"5"	"Yes"	"1"	26	3035.69	23.54	38.12	37.81
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"May"	"5"	"No"	"2"	70	3423.66	28.24	38.55	38.65
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"June"	"6"	"Yes"	"1"	24	3196.50	24.17	39.21	38.71
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"June"	"6"	"No"	"2"	88	3416.95	26.34	38.90	38.62
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"July"	"7"	"Yes"	"1"	18	3150.11	25.28	37.94	38.06
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"July"	"7"	"No"	"2"	87	3379.36	26.16	39.28	38.59
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"August"	"8"	"Yes"	"1"	17	3235.88	23.65	38.71	38.53
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"August"	"8"	"No"	"2"	90	3361.49	26.68	38.94	38.64
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"September"	"9"	"Yes"	"1"	28	3062.25	23.43	38.68	38.50
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"September"	"9"	"No"	"2"	66	3476.92	26.91	38.87	38.73
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"October"	"10"	"Yes"	"1"	32	3356.09	24.91	38.84	38.66
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"October"	"10"	"No"	"2"	79	3267.21	26.51	39.17	38.62
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"November"	"11"	"Yes"	"1"	24	3097.42	23.71	39.12	38.62
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"November"	"11"	"No"	"2"	66	3461.84	26.92	38.69	38.58
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"December"	"12"	"Yes"	"1"	22	3627.50	25.36	39.14	38.95
	"St. Lawrence County, NY"	"36089"	"2010"	"2010"	"December"	"12"	"No"	"2"	80	3343.43	26.46	39.18	38.66
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"January"	"1"	"Yes"	"1"	24	3279.25	27.04	39.29	38.88
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"January"	"1"	"No"	"2"	83	3238.24	26.71	38.44	38.17
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"February"	"2"	"Yes"	"1"	18	3183.83	23.00	38.89	38.50
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"February"	"2"	"No"	"2"	73	3433.51	26.71	39.56	38.96
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"March"	"3"	"Yes"	"1"	24	3144.54	24.54	37.88	38.58
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"March"	"3"	"No"	"2"	78	3404.59	26.95	38.57	38.53
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"April"	"4"	"Yes"	"1"	22	3111.45	23.50	38.59	38.32
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"April"	"4"	"No"	"2"	83	3253.41	26.69	38.70	38.22
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"May"	"5"	"Yes"	"1"	23	3172.43	23.13	39.96	38.96
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"May"	"5"	"No"	"2"	101	3422.23	27.80	39.11	38.78
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"June"	"6"	"Yes"	"1"	23	3115.13	23.30	38.39	37.74
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"June"	"6"	"No"	"2"	86	3380.06	27.38	38.85	38.52
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"July"	"7"	"Yes"	"1"	23	3088.26	23.83	40.09	38.78
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"July"	"7"	"No"	"2"	84	3396.42	27.56	38.81	38.63
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"August"	"8"	"Yes"	"1"	20	3037.10	24.10	39.75	39.45
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"August"	"8"	"No"	"2"	72	3491.03	27.75	39.15	38.58
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"September"	"9"	"Yes"	"1"	25	3078.40	24.12	38.76	38.64
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"September"	"9"	"No"	"2"	74	3378.37	26.81	39.24	39.07
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"October"	"10"	"Yes"	"1"	27	3197.56	23.19	39.00	38.78
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"October"	"10"	"No"	"2"	71	3489.34	27.06	39.21	38.83
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"November"	"11"	"Yes"	"1"	18	2994.89	25.44	38.00	37.78
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"November"	"11"	"No"	"2"	75	3431.17	27.93	39.08	38.96
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"December"	"12"	"Yes"	"1"	25	2981.48	24.44	39.12	38.80
	"St. Lawrence County, NY"	"36089"	"2011"	"2011"	"December"	"12"	"No"	"2"	88	3375.33	27.77	39.08	38.86
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"January"	"1"	"Yes"	"1"	30	3075.07	25.07	38.73	38.53
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"January"	"1"	"No"	"2"	77	3344.84	28.27	38.27	38.03
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"February"	"2"	"Yes"	"1"	20	3234.50	24.10	38.80	38.50
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"February"	"2"	"No"	"2"	60	3384.54	26.38	39.16	38.80
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"March"	"3"	"Yes"	"1"	20	3208.00	26.45	39.95	39.05
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"March"	"3"	"No"	"2"	84	3433.37	27.35	39.18	38.69
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"April"	"4"	"Yes"	"1"	15	3474.80	23.87	39.27	39.33
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"April"	"4"	"No"	"2"	81	3375.37	26.80	38.77	38.55
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"May"	"5"	"Yes"	"1"	18	3017.78	25.44	37.67	37.89
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"May"	"5"	"No"	"2"	84	3305.52	27.77	39.04	38.42
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"June"	"6"	"Yes"	"1"	28	3112.14	25.57	38.93	38.29
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"June"	"6"	"No"	"2"	81	3396.85	27.40	38.81	38.70
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"July"	"7"	"Yes"	"1"	21	3150.33	25.19	38.43	38.05
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"July"	"7"	"No"	"2"	108	3377.91	27.44	38.78	38.31
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"August"	"8"	"Yes"	"1"	27	3133.41	25.22	38.85	38.56
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"August"	"8"	"No"	"2"	71	3485.16	27.18	38.89	38.89
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"September"	"9"	"Yes"	"1"	22	3071.82	23.68	38.45	38.14
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"September"	"9"	"No"	"2"	78	3275.49	27.77	38.75	38.06
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"October"	"10"	"Yes"	"1"	21	3166.43	25.24	39.10	38.95
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"October"	"10"	"No"	"2"	83	3412.10	27.47	38.76	38.79
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"November"	"11"	"Yes"	"1"	28	3012.25	25.07	39.00	38.25
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"November"	"11"	"No"	"2"	78	3348.27	27.32	38.89	38.65
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"December"	"12"	"Yes"	"1"	24	2870.25	23.83	38.54	37.96
	"St. Lawrence County, NY"	"36089"	"2012"	"2012"	"December"	"12"	"No"	"2"	80	3380.12	27.93	39.16	38.51
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"January"	"1"	"Yes"	"1"	21	3209.00	24.43	40.10	38.67
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"January"	"1"	"No"	"2"	65	3355.66	27.63	39.08	38.98
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"February"	"2"	"Yes"	"1"	18	3310.06	23.94	39.78	39.06
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"February"	"2"	"No"	"2"	83	3376.28	27.00	38.96	38.58
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"March"	"3"	"Yes"	"1"	23	3051.04	25.74	38.35	37.70
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"March"	"3"	"No"	"2"	79	3356.25	27.23	38.49	38.30
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"April"	"4"	"Yes"	"1"	15	3382.60	24.93	39.13	39.07
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"April"	"4"	"No"	"2"	67	3362.92	27.99	38.74	38.74
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"May"	"5"	"Yes"	"1"	24	3093.42	24.21	39.38	38.62
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"May"	"5"	"No"	"2"	88	3449.77	27.32	39.22	38.80
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"June"	"6"	"Yes"	"1"	21	3164.62	26.43	38.29	38.52
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"June"	"6"	"No"	"2"	80	3425.24	28.34	38.63	38.53
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"July"	"7"	"Yes"	"1"	23	3179.43	26.13	39.13	38.70
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"July"	"7"	"No"	"2"	96	3389.70	27.69	39.31	38.64
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"August"	"8"	"Yes"	"1"	27	3245.11	26.22	38.89	38.33
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"August"	"8"	"No"	"2"	70	3378.09	27.71	39.27	38.94
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"September"	"9"	"Yes"	"1"	28	3069.61	28.18	39.61	38.29
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"September"	"9"	"No"	"2"	88	3369.64	26.84	39.34	38.87
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"October"	"10"	"Yes"	"1"	20	3160.60	22.70	39.20	38.70
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"October"	"10"	"No"	"2"	98	3460.53	27.04	38.83	38.64
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"November"	"11"	"Yes"	"1"	20	2942.60	25.95	38.60	38.20
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"November"	"11"	"No"	"2"	50	3485.75	26.70	39.15	39.27
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"December"	"12"	"Yes"	"1"	29	3352.66	25.55	39.66	38.90
	"St. Lawrence County, NY"	"36089"	"2013"	"2013"	"December"	"12"	"No"	"2"	78	3535.80	26.99	39.38	39.06
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"January"	"1"	"Yes"	"1"	14	3240.14	26.14	40.07	38.86
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"January"	"1"	"No"	"2"	83	3379.40	27.13	38.91	38.59
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"February"	"2"	"Yes"	"1"	17	3290.00	24.94	38.71	38.71
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"February"	"2"	"No"	"2"	59	3399.67	27.42	38.69	38.78
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"March"	"3"	"Yes"	"1"	19	3013.11	26.95	38.84	38.84
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"March"	"3"	"No"	"2"	77	3514.66	28.17	38.95	38.88
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"April"	"4"	"Yes"	"1"	15	3123.53	25.60	38.33	38.60
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"April"	"4"	"No"	"2"	72	3435.15	27.49	39.12	39.23
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"May"	"5"	"Yes"	"1"	24	3321.58	24.92	39.79	39.00
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"May"	"5"	"No"	"2"	79	3434.23	27.75	39.03	38.73
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"June"	"6"	"Yes"	"1"	18	3209.67	24.56	39.28	38.50
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"June"	"6"	"No"	"2"	99	3448.26	28.09	39.01	38.60
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"July"	"7"	"Yes"	"1"	17	3121.29	25.41	38.76	38.24
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"July"	"7"	"No"	"2"	79	3453.39	28.42	38.67	38.66
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"August"	"8"	"Yes"	"1"	22	2976.14	24.55	38.91	38.59
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"August"	"8"	"No"	"2"	74	3376.78	27.73	39.16	38.63
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"September"	"9"	"Yes"	"1"	27	3194.93	25.19	38.48	38.70
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"September"	"9"	"No"	"2"	75	3305.14	27.65	39.15	38.64
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"October"	"10"	"Yes"	"1"	23	3269.48	26.13	39.22	39.17
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"October"	"10"	"No"	"2"	64	3496.32	27.31	39.11	38.72
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"November"	"11"	"Yes"	"1"	19	3090.53	25.79	38.63	38.89
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"November"	"11"	"No"	"2"	68	3391.74	27.26	38.97	38.79
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"December"	"12"	"Yes"	"1"	19	3027.16	28.58	38.26	38.95
	"St. Lawrence County, NY"	"36089"	"2014"	"2014"	"December"	"12"	"No"	"2"	60	3528.83	27.83	39.42	39.03
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"January"	"1"	"Yes"	"1"	22	3305.00	25.18	38.77	38.82
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"January"	"1"	"No"	"2"	70	3425.91	27.39	39.20	39.00
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"February"	"2"	"Yes"	"1"	27	3215.15	26.07	39.41	38.89
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"February"	"2"	"No"	"2"	65	3436.77	28.35	39.20	39.23
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"March"	"3"	"Yes"	"1"	16	3333.69	25.31	38.94	38.69
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"March"	"3"	"No"	"2"	67	3569.34	27.63	39.27	39.18
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"April"	"4"	"Yes"	"1"	20	3017.05	26.15	38.95	38.40
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"April"	"4"	"No"	"2"	81	3406.06	27.25	39.32	39.09
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"May"	"5"	"Yes"	"1"	17	3154.47	27.29	38.41	38.41
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"May"	"5"	"No"	"2"	85	3455.90	28.26	39.25	38.99
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"June"	"6"	"Yes"	"1"	16	3382.88	26.12	39.31	38.12
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"June"	"6"	"No"	"2"	92	3430.19	28.11	39.12	38.80
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"July"	"7"	"Yes"	"1"	20	3172.60	26.60	39.10	38.65
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"July"	"7"	"No"	"2"	101	3393.80	28.45	38.72	38.65
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"August"	"8"	"Yes"	"1"	19	3190.63	24.89	38.95	38.95
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"August"	"8"	"No"	"2"	75	3498.03	27.52	39.38	38.97
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"September"	"9"	"Yes"	"1"	17	3178.88	26.88	38.12	38.06
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"September"	"9"	"No"	"2"	77	3424.96	27.58	39.10	38.77
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"October"	"10"	"Yes"	"1"	23	3075.91	27.30	38.35	38.83
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"October"	"10"	"No"	"2"	93	3361.45	27.00	38.82	38.75
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"November"	"11"	"Yes"	"1"	11	2830.55	30.64	37.36	37.09
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"November"	"11"	"No"	"2"	67	3517.32	26.72	39.63	39.25
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"December"	"12"	"Yes"	"1"	29	3083.45	27.62	37.52	37.69
	"St. Lawrence County, NY"	"36089"	"2015"	"2015"	"December"	"12"	"No"	"2"	66	3404.38	28.47	39.00	38.58
	"St. Lawrence County, NY"	"36089"	"2016"	"2016"	"January"	"1"	"Yes"	"1"	28	3048.36	27.18	37.82	38.29
	"St. Lawrence County, NY"	"36089"	"2016"	"2016"	"January"	"1"	"No"	"2"	65	3379.18	28.71	39.19	39.08
	"St. Lawrence County, NY"	"36089"	"2016"	"2016"	"February"	"2"	"Yes"	"1"	18	2920.89	26.50	38.94	38.22
	"St. Lawrence County, NY"	"36089"	"2016"	"2016"	"February"	"2"	"No"	"2"	68	3310.42	27.85	38.53	38.17
	"St. Lawrence County, NY"	"36089"	"2016"	"2016"	"March"	"3"	"Yes"	"1"	26	3130.73	28.88	39.12	39.19
